x,M1,M2,M3
2.94,2.9552546087853226,4.955252775272489,6.955252773955257
2.95,2.9558452250523946,4.95584348441364,6.955843483195227
2.96,2.9564278818877185,4.956426229419416,6.9564262282924085
2.97,2.95700269078319,4.95700112201987,6.957001120977413
2.98,2.957569761561171,4.957568272263467,6.957568271299217
2.99,2.9581292024021524,4.958127788545358,6.958127787653446
3.0,2.958681119871901,4.9586797776350995,6.958679776810102
3.01,2.959225618948089,4.959224344703848,6.959224343940744
3.02,2.959762803046439,4.959761593351004,6.959761592645149
3.03,2.9602927740463656,4.960291625630372,6.960291624977473
3.04,2.960815632316152,4.960814542075791,6.960814541471875
3.05,2.9613314767376546,4.961330441726294,6.961330441167686
3.06,2.961840404730548,4.961839422150775,6.961839421634075
3.07,2.9623425122761256,4.962341579472193,6.962341578994261
3.08,2.96283789394066,4.9628370083913165,6.962837007949241
3.09,2.96332664289834,4.963325802210013,6.963325801801103
3.1,2.9638088509537686,4.96380805285411,6.963808052475878
3.11,2.9642846085640784,4.964283850895818,6.964283850545963
3.12,2.9647540048606134,4.964753285575738,6.964753285252131
3.13,2.9652171276702433,4.965216444824464,6.965216444525136
3.14,2.965674063536269,4.965673415283766,6.9656734150068935
3.15,2.966124897738963,4.966124282327402,6.966124282071306
3.16,2.9665697143157312,4.966569130081533,6.966569129844649
3.17,2.9670085960809236,4.967008041444761,6.967008041225652
3.18,2.9674416246452706,4.9674410981078125,6.967441097905143
3.19,2.967868880434986,4.967868380572841,6.967868380385374
3.2,2.9682904427105212,4.96828996817239,6.96828996799899
3.21,2.9687063895849906,4.968705939088018,6.968705938927629
3.22,2.96911679804226,4.969116370368572,6.969116370220216
3.23,2.969521743954725,4.969521337948134,6.969521337810906
3.24,2.9699213021007647,4.969920916663644,6.969920916536714
3.25,2.970315546181899,4.970315180272221,6.970315180154815
3.26,2.9707045488396284,4.9707042014681475,6.970704201359549
3.27,2.9710883816719904,4.971088051899571,6.971088051799121
3.28,2.9714671152498227,4.971466802184898,6.971466802091984
3.29,2.971840819132737,4.971840521928904,6.971840521842962
3.3,2.972209561884824,4.972209279738552,6.972209279659057
3.31,2.9725734110900737,4.972573143238535,6.972573143165004
3.32,2.972932433367536,4.972932179086546,6.9729321790185335
3.33,2.9732866943862186,4.973286452988278,6.973286452925368
3.34,2.9736362588797247,4.973636029712159,6.97363602965397
3.35,2.9739811906606373,4.973980973103834,6.97398097305001
3.36,2.9743215526346622,4.974321346100396,6.974321346050612
3.37,2.974657406814522,4.974657210744368,6.974657210698322
3.38,2.9749888143336216,4.974988628197443,6.974988628154849
3.39,2.9753158354594635,4.9753156587539795,6.975315658714582
3.4,2.975638529606859,4.975638361854282,6.97563836181784
3.41,2.9759569553508918,4.975956796097639,6.975956796063933
3.42,2.976271170439678,4.9762710192551465,6.976271019223967
3.43,2.976581231806903,4.9765810882823045,6.976581088253464
3.44,2.976887195584148,4.976887059331401,6.976887059304724
3.45,2.9771891171130123,4.977188987763697,6.977188987739022
3.46,2.977487050957028,4.977486928161387,6.977486928138563
3.47,2.9777810509133773,4.977780934339375,6.977780934318264
3.48,2.9780711700244176,4.978071059356838,6.97807105933731
3.49,2.978357460589006,4.978357355528602,6.97835735551054
3.5,2.9786399741736456,4.978639874436331,6.978639874419625
3.51,2.978918761623438,4.978918666939519,6.978918666924066
3.52,2.9791938730728615,4.979193783186307,6.979193783172013
3.53,2.979465357956368,4.979465272624118,6.979465272610898
3.54,2.9797332650188046,4.979733184010115,6.979733183997887
3.55,2.9799976423256687,4.979997565421484,6.979997565410172
3.56,2.980258537273188,4.980258464265549,6.980258464255087
3.57,2.980515996598238,4.9805159272897255,6.980515927280047
3.58,2.980770066388109,4.980770000591301,6.98077000058235
3.59,2.9810207920900886,4.98102072962706,6.9810207296187805
3.6,2.9812682185209134,4.981268159222757,6.981268159215099
3.61,2.981512389876059,4.981512333582421,6.981512333575337
3.62,2.981753349738873,4.981753296297525,6.981753296290972
3.63,2.9819911410895683,4.981991090355994,6.981991090349933
3.64,2.9822258063140694,4.982225758151074,6.98222575814547
3.65,2.982457387212717,4.98245734149006,6.982457341484875
3.66,2.9826859250088322,4.982685881602867,6.982685881598071
3.67,2.982911460357141,4.982911419150487,6.982911419146051
3.68,2.9831340333520693,4.983133994233297,6.983133994229193
3.69,2.9833536835359076,4.983353646399227,6.983353646395431
3.7,2.9835704499068294,4.9835704146518145,6.983570414648303
3.71,2.983784370926809,4.98378433745812,6.983784337454872
3.72,2.983995484529387,4.983995452756515,6.983995452753511
3.73,2.984203828127334,4.984203797964357,6.9842037979615785
3.74,2.9844094386201814,4.984409409985528,6.984409409982957
3.75,2.9846123524016344,4.984612325217869,6.98461232521549
3.76,2.9848126053668733,4.984812579560483,6.984812579558283
3.77,2.985010232919742,4.9850102084209365,6.9850102084189025
3.78,2.9852052699798124,4.985205246722338,6.985205246720458
3.79,2.9853977509893506,4.985397728910313,6.985397728908574
3.8,2.9855877099201686,4.98558768895986,6.98558768895825
3.81,2.9857751802803723,4.985775160382108,6.9857751603806175
3.82,2.985960195120999,4.985960176230966,6.985960176229588
3.83,2.986142787042561,4.986142769109673,6.986142769108399
3.84,2.986322988201481,4.986322971177242,6.9863229711760635
3.85,2.9865008303164267,4.9865008141547955,6.986500814153706
3.86,2.986676344674554,4.986676329331824,6.986676329330816
3.87,2.986849562137654,4.986849547572334,6.986849547571401
3.88,2.987020513148198,4.987020499320897,6.9870204993200336
3.89,2.987189227735296,4.987189214608619,6.987189214607821
3.9,2.987355735520565,4.987355723059012,6.987355723058273
3.91,2.987520065723899,4.987520053893768,6.9875200538930855
3.92,2.987682247169166,4.987682235938465,6.987682235937833
3.93,2.987842308289801,4.987842297628158,6.987842297627573
3.94,2.98800027713433,4.98800026701291,6.988000267012368
3.95,2.9881561813717954,4.988156171763224,6.988156171762725
3.96,2.9883100482971097,4.9883100391754045,6.988310039174943
3.97,2.9884619048363303,4.988461896176821,6.988461896176393
3.98,2.9886117775518386,4.988611769331105,6.988611769330711
3.99,2.9887596926474607,4.988759684843273,6.988759684842906
4.0,2.988905675973497,4.9889056685647475,6.988905668564408
